UN;Codigo;Servicio;Sentido;Periodo;Frecuencia_buses_hr;Velocidad_kmh
15;1505;505;Ret;PTA2;9,0;17,1
15;1505;505;Ret;TNOC;8,0;18,3
15;1505;505;Ret;TPMA;8,0;15,5
15;1508;408;Ida;FPMA;7,0;21,2
15;1508;408;Ida;FPNOC;4,0;25,7
15;1508;408;Ida;FPTA;7,2;21,8
15;1508;408;Ida;NOC;0,0;0,0
15;1508;408;Ida;PMA;11,3;17,4
15;1508;408;Ida;PMD;6,7;21,9
15;1508;408;Ida;PRENOC1;0,0;0,0
15;1508;408;Ida;PRENOC2;3,0;28,0
15;1508;408;Ida;PTA1;6,0;19,4
15;1508;408;Ida;PTA2;6,5;22,8
15;1508;408;Ida;TNOC;7,0;23,1
15;1508;408;Ida;TPMA;8,7;18,3
15;1508;408;Ret;FPMA;6,0;20,7
15;1508;408;Ret;FPNOC;6,7;22,1
15;1508;408;Ret;FPTA;7,2;19,7
15;1508;408;Ret;NOC;0,0;0,0
15;1508;408;Ret;PMA;7,3;19,8
15;1508;408;Ret;PMD;6,7;19,9
15;1508;408;Ret;PRENOC1;2,0;29,0
15;1508;408;Ret;PRENOC2;4,5;25,1
15;1508;408;Ret;PTA1;8,5;18,8
15;1508;408;Ret;PTA2;9,0;19,8
15;1508;408;Ret;TNOC;4,0;24,1
15;1508;408;Ret;TPMA;5,3;20,7
15;1510;110;Ida;FPMA;5,0;16,0
15;1510;110;Ida;FPNOC;4,7;18,5
15;1510;110;Ida;FPTA;6,0;14,4
15;1510;110;Ida;NOC;0,0;0,0
15;1510;110;Ida;PMA;5,3;14,4
15;1510;110;Ida;PMD;4,7;15,4
15;1510;110;Ida;PRENOC1;2,0;28,2
15;1510;110;Ida;PRENOC2;4,0;22,2
15;1510;110;Ida;PTA1;6,0;12,2
15;1510;110;Ida;PTA2;5,5;15,9
15;1510;110;Ida;TNOC;4,0;17,1
15;1510;110;Ida;TPMA;5,3;16,4
15;1510;110;Ret;FPMA;4,7;16,4
15;1510;110;Ret;FPNOC;5,3;19,1
15;1510;110;Ret;FPTA;6,0;15,6
15;1510;110;Ret;NOC;0,0;0,0
15;1510;110;Ret;PMA;5,3;13,4
15;1510;110;Ret;PMD;4,0;15,9
15;1510;110;Ret;PRENOC1;0,0;0,0
15;1510;110;Ret;PRENOC2;4,0;22,9
15;1510;110;Ret;PTA1;7,0;14,8
15;1510;110;Ret;PTA2;6,0;16,6
15;1510;110;Ret;TNOC;7,0;17,0
15;1510;110;Ret;TPMA;5,3;16,0
15;1513;513;Ida;FPMA;6,0;15,3
15;1513;513;Ida;FPNOC;5,3;19,8
15;1513;513;Ida;FPTA;6,0;14,4
15;1513;513;Ida;NOC;2,0;26,7
15;1513;513;Ida;PMA;6,7;13,6
15;1513;513;Ida;PMD;6,0;15,4
15;1513;513;Ida;PRENOC1;3,0;27,0
15;1513;513;Ida;PRENOC2;3,5;22,7
15;1513;513;Ida;PTA1;8,0;13,4
15;1513;513;Ida;PTA2;6,0;16,6
15;1513;513;Ida;TNOC;7,0;17,8
15;1513;513;Ida;TPMA;6,0;15,2
15;1513;513;Ret;FPMA;6,0;16,3
15;1513;513;Ret;FPNOC;6,0;19,6
15;1513;513;Ret;FPTA;6,0;15,6
15;1513;513;Ret;NOC;2,0;27,9
15;1513;513;Ret;PMA;6,7;15,2
15;1513;513;Ret;PMD;6,0;16,2
15;1513;513;Ret;PRENOC1;3,0;27,0
15;1513;513;Ret;PRENOC2;3,5;22,8
15;1513;513;Ret;PTA1;8,0;14,7
15;1513;513;Ret;PTA2;6,0;16,8
15;1513;513;Ret;TNOC;5,0;19,2
15;1513;513;Ret;TPMA;6,0;16,2
15;1517;517;Ida;FPMA;4,0;15,4
15;1517;517;Ida;FPNOC;2,0;19,6
15;1517;517;Ida;FPTA;4,4;13,9
15;1517;517;Ida;NOC;0,0;0,0
15;1517;517;Ida;PMA;5,3;13,2
15;1517;517;Ida;PMD;4,0;15,0
15;1517;517;Ida;PRENOC1;0,0;0,0
15;1517;517;Ida;PRENOC2;1,0;22,7
15;1517;517;Ida;PTA1;5,5;12,7
15;1517;517;Ida;PTA2;4,0;16,7
15;1517;517;Ida;TNOC;2,0;16,2
15;1517;517;Ida;TPMA;4,0;14,6
15;1517;517;Ret;FPMA;4,0;16,5
15;1517;517;Ret;FPNOC;2,0;20,2
15;1517;517;Ret;FPTA;4,4;14,8
15;1517;517;Ret;NOC;0,0;0,0
15;1517;517;Ret;PMA;4,7;13,7
15;1517;517;Ret;PMD;4,0;15,6
15;1517;517;Ret;PRENOC1;0,0;0,0
15;1517;517;Ret;PRENOC2;1,0;23,4
15;1517;517;Ret;PTA1;5,5;13,2
15;1517;517;Ret;PTA2;4,0;16,5
15;1517;517;Ret;TNOC;2,0;20,7
15;1517;517;Ret;TPMA;4,0;14,9
15;1531;E01;Ida;FPMA;4,0;16,0
15;1531;E01;Ida;FPNOC;3,3;16,6
15;1531;E01;Ida;FPTA;4,4;14,6
15;1531;E01;Ida;NOC;0,0;0,0
15;1531;E01;Ida;PMA;7,3;13,5
15;1531;E01;Ida;PMD;5,3;15,4
15;1531;E01;Ida;PRENOC1;0,0;0,0
15;1531;E01;Ida;PRENOC2;3,5;19,0
15;1531;E01;Ida;PTA1;4,5;13,3
15;1531;E01;Ida;PTA2;4,5;14,3
15;1531;E01;Ida;TNOC;6,0;17,6
15;1531;E01;Ida;TPMA;5,3;14,7
15;1531;E01;Ret;FPMA;4,0;16,4
15;1531;E01;Ret;FPNOC;4,0;16,8
15;1531;E01;Ret;FPTA;4,4;15,1
15;1531;E01;Ret;NOC;0,0;0,0
15;1531;E01;Ret;PMA;5,3;15,6
15;1531;E01;Ret;PMD;5,3;15,2
15;1531;E01;Ret;PRENOC1;0,0;0,0
15;1531;E01;Ret;PRENOC2;3,5;19,8
15;1531;E01;Ret;PTA1;4,5;13,6
15;1531;E01;Ret;PTA2;4,5;14,0
15;1531;E01;Ret;TNOC;5,0;19,1
15;1531;E01;Ret;TPMA;5,3;15,9
15;1532;E02;Ida;FPMA;4,0;18,4
15;1532;E02;Ida;FPNOC;4,0;18,8
15;1532;E02;Ida;FPTA;5,6;16,6
15;1532;E02;Ida;NOC;0,0;0,0
15;1532;E02;Ida;PMA;6,0;16,2
15;1532;E02;Ida;PMD;5,3;16,9
15;1532;E02;Ida;PRENOC1;0,0;0,0
15;1532;E02;Ida;PRENOC2;2,0;19,9
15;1532;E02;Ida;PTA1;6,0;14,2
15;1532;E02;Ida;PTA2;6,0;15,7
15;1532;E02;Ida;TNOC;5,0;20,8
15;1532;E02;Ida;TPMA;4,7;17,5
15;1532;E02;Ret;FPMA;4,0;18,5
15;1532;E02;Ret;FPNOC;4,0;20,0
15;1532;E02;Ret;FPTA;5,6;16,9
15;1532;E02;Ret;NOC;0,0;0,0
15;1532;E02;Ret;PMA;6,7;15,0
15;1532;E02;Ret;PMD;4,7;17,4
15;1532;E02;Ret;PRENOC1;0,0;0,0
15;1532;E02;Ret;PRENOC2;1,5;21,1
15;1532;E02;Ret;PTA1;5,5;15,2
15;1532;E02;Ret;PTA2;5,0;17,1
15;1532;E02;Ret;TNOC;6,0;19,7
15;1532;E02;Ret;TPMA;5,3;15,9
15;1534;E04;Ida;FPMA;4,0;16,1
15;1534;E04;Ida;FPNOC;4,7;19,1
15;1534;E04;Ida;FPTA;4,4;15,9
15;1534;E04;Ida;NOC;0,0;0,0
15;1534;E04;Ida;PMA;7,3;14,4
15;1534;E04;Ida;PMD;4,0;16,0
15;1534;E04;Ida;PRENOC1;0,0;0,0
15;1534;E04;Ida;PRENOC2;1,5;21,1
15;1534;E04;Ida;PTA1;4,5;14,9
15;1534;E04;Ida;PTA2;5,0;16,8
15;1534;E04;Ida;TNOC;7,0;19,2
15;1534;E04;Ida;TPMA;6,0;15,4
15;1534;E04;Ret;FPMA;4,0;16,0
15;1534;E04;Ret;FPNOC;4,7;18,9
15;1534;E04;Ret;FPTA;4,4;15,1
15;1534;E04;Ret;NOC;0,0;0,0
15;1534;E04;Ret;PMA;5,3;15,6
15;1534;E04;Ret;PMD;4,0;15,2
15;1534;E04;Ret;PRENOC1;0,0;0,0
15;1534;E04;Ret;PRENOC2;3,5;20,9
15;1534;E04;Ret;PTA1;4,5;13,7
15;1534;E04;Ret;PTA2;5,0;15,9
15;1534;E04;Ret;TNOC;5,0;20,8
15;1534;E04;Ret;TPMA;6,0;16,4
15;1535;C25;Ida;FPMA;4,0;17,8
15;1535;C25;Ida;FPNOC;4,0;20,3
15;1535;C25;Ida;FPTA;4,0;16,8
15;1535;C25;Ida;NOC;0,4;23,9
15;1535;C25;Ida;PMA;4,7;16,0
15;1535;C25;Ida;PMD;4,0;17,1
15;1535;C25;Ida;PRENOC1;0,0;0,0
15;1535;C25;Ida;PRENOC2;2,5;23,3
15;1535;C25;Ida;PTA1;5,0;15,6
15;1535;C25;Ida;PTA2;5,0;17,6
15;1535;C25;Ida;TNOC;4,0;19,9
15;1535;C25;Ida;TPMA;4,0;17,2
15;1535;C25;Ret;FPMA;4,0;17,8
15;1535;C25;Ret;FPNOC;4,0;20,3
15;1535;C25;Ret;FPTA;4,0;16,8
15;1535;C25;Ret;NOC;0,0;0,0
15;1535;C25;Ret;PMA;4,7;16,0
15;1535;C25;Ret;PMD;4,0;17,1
15;1535;C25;Ret;PRENOC1;2,0;27,7
15;1535;C25;Ret;PRENOC2;3,5;23,3
15;1535;C25;Ret;PTA1;5,0;15,6
15;1535;C25;Ret;PTA2;5,0;17,6
15;1535;C25;Ret;TNOC;4,0;19,9
15;1535;C25;Ret;TPMA;4,0;17,2
15;1538;E08;Ida;FPMA;4,0;18,8
15;1538;E08;Ida;FPNOC;4,7;20,2
15;1538;E08;Ida;FPTA;4,0;17,6
15;1538;E08;Ida;NOC;0,0;0,0
15;1538;E08;Ida;PMA;4,7;14,5
15;1538;E08;Ida;PMD;4,0;17,8
15;1538;E08;Ida;PRENOC1;0,0;0,0
15;1538;E08;Ida;PRENOC2;2,5;22,9
15;1538;E08;Ida;PTA1;4,5;15,9
15;1538;E08;Ida;PTA2;5,0;17,7
15;1538;E08;Ida;TNOC;5,0;19,6
15;1538;E08;Ida;TPMA;4,0;16,0
15;1538;E08;Ret;FPMA;4,0;19,1
15;1538;E08;Ret;FPNOC;5,3;18,6
15;1538;E08;Ret;FPTA;4,0;16,9
15;1538;E08;Ret;NOC;0,0;0,0
15;1538;E08;Ret;PMA;4,7;16,9
15;1538;E08;Ret;PMD;4,0;17,3
15;1538;E08;Ret;PRENOC1;0,0;0,0
15;1538;E08;Ret;PRENOC2;4,0;20,5
15;1538;E08;Ret;PTA1;4,5;15,7
15;1538;E08;Ret;PTA2;5,5;15,6
15;1538;E08;Ret;TNOC;3,0;24,4
15;1538;E08;Ret;TPMA;4,0;17,4
15;1539;E09;Ida;FPMA;4,7;17,3
15;1539;E09;Ida;FPNOC;5,3;18,3
15;1539;E09;Ida;FPTA;5,6;16,6
15;1539;E09;Ida;NOC;0,0;0,0
15;1539;E09;Ida;PMA;10,0;15,7
15;1539;E09;Ida;PMD;6,0;16,5
15;1539;E09;Ida;PRENOC1;0,0;0,0
15;1539;E09;Ida;PRENOC2;3,5;20,0
15;1539;E09;Ida;PTA1;5,0;14,8
15;1539;E09;Ida;PTA2;7,5;16,0
15;1539;E09;Ida;TNOC;6,0;18,9
15;1539;E09;Ida;TPMA;6,0;16,2
15;1539;E09;Ret;FPMA;4,7;17,3
15;1539;E09;Ret;FPNOC;5,3;17,7
15;1539;E09;Ret;FPTA;5,6;16,2
15;1539;E09;Ret;NOC;0,0;0,0
15;1539;E09;Ret;PMA;8,0;14,9
15;1539;E09;Ret;PMD;6,0;16,2
15;1539;E09;Ret;PRENOC1;0,0;0,0
15;1539;E09;Ret;PRENOC2;4,0;20,0
15;1539;E09;Ret;PTA1;6,0;14,5
15;1539;E09;Ret;PTA2;7,5;14,4
15;1539;E09;Ret;TNOC;5,0;18,9
15;1539;E09;Ret;TPMA;6,0;16,6
15;1541;E11;Ida;FPMA;5,7;17,1
15;1541;E11;Ida;FPNOC;5,3;18,5
15;1541;E11;Ida;FPTA;6,4;16,0
15;1541;E11;Ida;NOC;0,7;22,4
15;1541;E11;Ida;PMA;11,3;14,1
15;1541;E11;Ida;PMD;5,3;15,8
15;1541;E11;Ida;PRENOC1;0,0;0,0
15;1541;E11;Ida;PRENOC2;4,0;20,9
15;1541;E11;Ida;PTA1;9,0;15,1
15;1541;E11;Ida;PTA2;8,0;16,5
15;1541;E11;Ida;TNOC;7,0;19,9
15;1541;E11;Ida;TPMA;8,0;15,6
15;1541;E11;Ret;FPMA;5,7;16,6
15;1541;E11;Ret;FPNOC;5,3;17,0
15;1541;E11;Ret;FPTA;6,8;15,3
15;1541;E11;Ret;NOC;0,2;21,8
15;1541;E11;Ret;PMA;11,3;14,9
15;1541;E11;Ret;PMD;5,3;15,2
15;1541;E11;Ret;PRENOC1;0,0;0,0
15;1541;E11;Ret;PRENOC2;4,5;19,5
15;1541;E11;Ret;PTA1;8,5;14,1
15;1541;E11;Ret;PTA2;7,5;14,6
15;1541;E11;Ret;TNOC;5,0;19,8
15;1541;E11;Ret;TPMA;8,0;16,1
15;1544;E14;Ida;FPMA;4,0;17,0
15;1544;E14;Ida;FPNOC;4,0;21,1
15;1544;E14;Ida;FPTA;4,4;17,2
15;1544;E14;Ida;NOC;0,0;0,0
15;1544;E14;Ida;PMA;6,0;13,0
15;1544;E14;Ida;PMD;4,0;16,9
15;1544;E14;Ida;PRENOC1;0,0;0,0
15;1544;E14;Ida;PRENOC2;1,5;22,4
15;1544;E14;Ida;PTA1;4,5;16,6
15;1544;E14;Ida;PTA2;4,5;19,2
15;1544;E14;Ida;TNOC;5,0;16,7
15;1544;E14;Ida;TPMA;4,7;15,0
15;1544;E14;Ret;FPMA;4,0;16,6
15;1544;E14;Ret;FPNOC;4,7;16,6
15;1544;E14;Ret;FPTA;4,4;15,7
15;1544;E14;Ret;NOC;0,0;0,0
15;1544;E14;Ret;PMA;5,3;15,9
15;1544;E14;Ret;PMD;4,0;15,4
15;1544;E14;Ret;PRENOC1;0,0;0,0
15;1544;E14;Ret;PRENOC2;2,0;18,5
15;1544;E14;Ret;PTA1;5,0;14,8
15;1544;E14;Ret;PTA2;6,0;14,3
15;1544;E14;Ret;TNOC;3,0;20,6
15;1544;E14;Ret;TPMA;4,7;15,5
15;1552;J02;Ida;FPMA;3,7;17,3
15;1552;J02;Ida;FPNOC;3,3;21,3
15;1552;J02;Ida;FPTA;4,8;16,8
15;1552;J02;Ida;NOC;0,0;0,0
15;1552;J02;Ida;PMA;5,3;16,1
15;1552;J02;Ida;PMD;4,0;16,8
15;1552;J02;Ida;PRENOC1;0,0;0,0
15;1552;J02;Ida;PRENOC2;2,5;24,6
15;1552;J02;Ida;PTA1;4,0;16,2
15;1552;J02;Ida;PTA2;4,5;18,7
15;1552;J02;Ida;TNOC;5,0;20,2
15;1552;J02;Ida;TPMA;4,0;17,5
15;1552;J02;Ret;FPMA;0,0;0,0
15;1552;J02;Ret;FPNOC;0,0;0,0
15;1552;J02;Ret;FPTA;0,0;0,0
15;1552;J02;Ret;NOC;0,0;0,0
15;1552;J02;Ret;PMA;0,0;0,0
15;1552;J02;Ret;PMD;0,0;0,0
15;1552;J02;Ret;PRENOC1;0,0;0,0
15;1552;J02;Ret;PRENOC2;0,0;0,0
15;1552;J02;Ret;PTA1;0,0;0,0
15;1552;J02;Ret;PTA2;0,0;0,0
15;1552;J02;Ret;TNOC;0,0;0,0
15;1552;J02;Ret;TPMA;0,0;0,0
15;1557;J07;Ida;FPMA;2,7;24,8
15;1557;J07;Ida;FPNOC;2,7;29,4
15;1557;J07;Ida;FPTA;4,0;23,5
15;1557;J07;Ida;NOC;0,4;27,9
15;1557;J07;Ida;PMA;4,7;22,7
15;1557;J07;Ida;PMD;4,0;25,0
15;1557;J07;Ida;PRENOC1;0,0;0,0
15;1557;J07;Ida;PRENOC2;2,0;33,3
15;1557;J07;Ida;PTA1;3,5;23,4
15;1557;J07;Ida;PTA2;3,5;27,1
15;1557;J07;Ida;TNOC;4,0;23,6
15;1557;J07;Ida;TPMA;3,3;25,2
15;1557;J07;Ret;FPMA;0,0;0,0
15;1557;J07;Ret;FPNOC;0,0;0,0
15;1557;J07;Ret;FPTA;0,0;0,0
15;1557;J07;Ret;NOC;0,0;0,0
15;1557;J07;Ret;PMA;0,0;0,0
15;1557;J07;Ret;PMD;0,0;0,0
15;1557;J07;Ret;PRENOC1;0,0;0,0
15;1557;J07;Ret;PRENOC2;0,0;0,0
15;1557;J07;Ret;PTA1;0,0;0,0
15;1557;J07;Ret;PTA2;0,0;0,0
15;1557;J07;Ret;TNOC;0,0;0,0
15;1557;J07;Ret;TPMA;0,0;0,0
15;1560;J10;Ida;FPMA;4,0;16,5
15;1560;J10;Ida;FPNOC;4,7;18,9
15;1560;J10;Ida;FPTA;5,2;16,0
15;1560;J10;Ida;NOC;0,0;0,0
15;1560;J10;Ida;PMA;4,0;14,4
15;1560;J10;Ida;PMD;5,3;16,1
15;1560;J10;Ida;PRENOC1;0,0;0,0
15;1560;J10;Ida;PRENOC2;2,5;22,3
15;1560;J10;Ida;PTA1;5,5;14,2
15;1560;J10;Ida;PTA2;4,5;16,1
15;1560;J10;Ida;TNOC;5,0;18,6
15;1560;J10;Ida;TPMA;4,0;16,2
15;1560;J10;Ret;FPMA;4,3;17,0
15;1560;J10;Ret;FPNOC;4,0;18,8
15;1560;J10;Ret;FPTA;6,0;16,2
15;1560;J10;Ret;NOC;0,0;0,0
15;1560;J10;Ret;PMA;4,7;16,2
15;1560;J10;Ret;PMD;6,0;16,7
15;1560;J10;Ret;PRENOC1;0,0;0,0
15;1560;J10;Ret;PRENOC2;3,5;22,0
15;1560;J10;Ret;PTA1;4,0;14,6
15;1560;J10;Ret;PTA2;4,0;16,2
15;1560;J10;Ret;TNOC;3,0;19,6
15;1560;J10;Ret;TPMA;5,3;16,9
15;1568;J18;Ida;FPMA;5,3;18,4
15;1568;J18;Ida;FPNOC;4,7;21,2
15;1568;J18;Ida;FPTA;7,2;18,7
15;1568;J18;Ida;NOC;0,2;23,1
15;1568;J18;Ida;PMA;8,0;16,8
15;1568;J18;Ida;PMD;6,0;18,1
15;1568;J18;Ida;PRENOC1;0,0;0,0
15;1568;J18;Ida;PRENOC2;3,0;24,1
15;1568;J18;Ida;PTA1;7,5;17,4
15;1568;J18;Ida;PTA2;7,0;19,0
15;1568;J18;Ida;TNOC;6,0;20,4
15;1568;J18;Ida;TPMA;6,7;17,9
15;1568;J18;Ret;FPMA;5,3;19,9
15;1568;J18;Ret;FPNOC;5,3;19,9
15;1568;J18;Ret;FPTA;7,2;18,7
15;1568;J18;Ret;NOC;0,0;0,0
15;1568;J18;Ret;PMA;6,0;17,7
15;1568;J18;Ret;PMD;6,0;18,5
15;1568;J18;Ret;PRENOC1;0,0;0,0
15;1568;J18;Ret;PRENOC2;3,5;22,6
15;1568;J18;Ret;PTA1;7,5;18,1
15;1568;J18;Ret;PTA2;7,5;18,5
15;1568;J18;Ret;TNOC;6,0;21,9
15;1568;J18;Ret;TPMA;6,0;19,5
15;1505c;505c;Ida;FPMA;0,0;0,0
15;1505c;505c;Ida;FPNOC;0,0;0,0
15;1505c;505c;Ida;FPTA;0,0;0,0
15;1505c;505c;Ida;NOC;0,0;0,0
15;1505c;505c;Ida;PMA;4,0;15,8
15;1505c;505c;Ida;PMD;0,0;0,0
15;1505c;505c;Ida;PRENOC1;0,0;0,0
15;1505c;505c;Ida;PRENOC2;0,0;0,0
15;1505c;505c;Ida;PTA1;0,0;0,0
15;1505c;505c;Ida;PTA2;0,0;0,0
15;1505c;505c;Ida;TNOC;2,0;19,1
15;1505c;505c;Ida;TPMA;1,3;16,3
15;1505c;505c;Ret;FPMA;0,0;0,0
15;1505c;505c;Ret;FPNOC;0,0;0,0
15;1505c;505c;Ret;FPTA;0,0;0,0
15;1505c;505c;Ret;NOC;0,0;0,0
15;1505c;505c;Ret;PMA;0,0;0,0
15;1505c;505c;Ret;PMD;0,0;0,0
15;1505c;505c;Ret;PRENOC1;0,0;0,0
15;1505c;505c;Ret;PRENOC2;0,0;0,0
15;1505c;505c;Ret;PTA1;0,0;0,0
15;1505c;505c;Ret;PTA2;0,0;0,0
15;1505c;505c;Ret;TNOC;0,0;0,0
15;1505c;505c;Ret;TPMA;0,0;0,0
15;1506e;506e;Ida;FPMA;0,0;0,0
15;1506e;506e;Ida;FPNOC;2,0;23,3
15;1506e;506e;Ida;FPTA;0,0;0,0
15;1506e;506e;Ida;NOC;0,0;0,0
15;1506e;506e;Ida;PMA;5,3;18,0
15;1506e;506e;Ida;PMD;0,0;0,0
15;1506e;506e;Ida;PRENOC1;0,0;0,0
15;1506e;506e;Ida;PRENOC2;0,0;0,0
15;1506e;506e;Ida;PTA1;4,0;19,8
15;1506e;506e;Ida;PTA2;4,5;21,6
15;1506e;506e;Ida;TNOC;6,0;22,4
15;1506e;506e;Ida;TPMA;4,0;20,0
15;1506e;506e;Ret;FPMA;1,3;21,7
15;1506e;506e;Ret;FPNOC;3,3;22,3
15;1506e;506e;Ret;FPTA;0,0;0,0
15;1506e;506e;Ret;NOC;0,0;0,0
15;1506e;506e;Ret;PMA;5,3;19,5
15;1506e;506e;Ret;PMD;0,0;0,0
15;1506e;506e;Ret;PRENOC1;0,0;0,0
15;1506e;506e;Ret;PRENOC2;0,0;0,0
15;1506e;506e;Ret;PTA1;2,5;17,2
15;1506e;506e;Ret;PTA2;5,0;20,3
15;1506e;506e;Ret;TNOC;0,0;0,0
15;1506e;506e;Ret;TPMA;5,3;20,9
15;1557e;J07e;Ida;FPMA;2,3;25,1
15;1557e;J07e;Ida;FPNOC;2,7;29,0
15;1557e;J07e;Ida;FPTA;4,0;23,7
15;1557e;J07e;Ida;NOC;0,4;26,3
15;1557e;J07e;Ida;PMA;4,0;22,7
15;1557e;J07e;Ida;PMD;4,0;24,9
15;1557e;J07e;Ida;PRENOC1;0,0;0,0
15;1557e;J07e;Ida;PRENOC2;2,0;33,0
15;1557e;J07e;Ida;PTA1;4,0;23,0
15;1557e;J07e;Ida;PTA2;3,5;26,0
15;1557e;J07e;Ida;TNOC;5,0;23,6
15;1557e;J07e;Ida;TPMA;2,7;25,4
15;1557e;J07e;Ret;FPMA;0,0;0,0
15;1557e;J07e;Ret;FPNOC;0,0;0,0
15;1557e;J07e;Ret;FPTA;0,0;0,0
15;1557e;J07e;Ret;NOC;0,0;0,0
15;1557e;J07e;Ret;PMA;0,0;0,0
15;1557e;J07e;Ret;PMD;0,0;0,0
15;1557e;J07e;Ret;PRENOC1;0,0;0,0
15;1557e;J07e;Ret;PRENOC2;0,0;0,0
15;1557e;J07e;Ret;PTA1;0,0;0,0
15;1557e;J07e;Ret;PTA2;0,0;0,0
15;1557e;J07e;Ret;TNOC;0,0;0,0
15;1557e;J07e;Ret;TPMA;0,0;0,0
15;1557ey;J07e;Ida;FPMA;0,0;0,0
15;1557ey;J07e;Ida;FPNOC;0,0;0,0
15;1557ey;J07e;Ida;FPTA;0,0;0,0
15;1557ey;J07e;Ida;NOC;0,2;27,0
15;1557ey;J07e;Ida;PMA;0,0;0,0
15;1557ey;J07e;Ida;PMD;0,0;0,0
15;1557ey;J07e;Ida;PRENOC1;0,0;0,0
15;1557ey;J07e;Ida;PRENOC2;0,0;0,0
15;1557ey;J07e;Ida;PTA1;0,0;0,0
15;1557ey;J07e;Ida;PTA2;0,0;0,0
15;1557ey;J07e;Ida;TNOC;0,0;0,0
15;1557ey;J07e;Ida;TPMA;0,0;0,0
15;1557ey;J07e;Ret;FPMA;0,0;0,0
15;1557ey;J07e;Ret;FPNOC;0,0;0,0
15;1557ey;J07e;Ret;FPTA;0,0;0,0
15;1557ey;J07e;Ret;NOC;0,0;0,0
15;1557ey;J07e;Ret;PMA;0,0;0,0
15;1557ey;J07e;Ret;PMD;0,0;0,0
15;1557ey;J07e;Ret;PRENOC1;0,0;0,0
15;1557ey;J07e;Ret;PRENOC2;0,0;0,0
15;1557ey;J07e;Ret;PTA1;0,0;0,0
15;1557ey;J07e;Ret;PTA2;0,0;0,0
15;1557ey;J07e;Ret;TNOC;0,0;0,0
15;1557ey;J07e;Ret;TPMA;0,0;0,0
15;1557y;J07;Ida;FPMA;0,0;0,0
15;1557y;J07;Ida;FPNOC;0,0;0,0
15;1557y;J07;Ida;FPTA;0,0;0,0
15;1557y;J07;Ida;NOC;0,2;28,7
15;1557y;J07;Ida;PMA;0,0;0,0
15;1557y;J07;Ida;PMD;0,0;0,0
15;1557y;J07;Ida;PRENOC1;0,0;0,0
15;1557y;J07;Ida;PRENOC2;0,0;0,0
15;1557y;J07;Ida;PTA1;0,0;0,0
15;1557y;J07;Ida;PTA2;0,0;0,0
15;1557y;J07;Ida;TNOC;0,0;0,0
15;1557y;J07;Ida;TPMA;0,0;0,0
15;1557y;J07;Ret;FPMA;0,0;0,0
15;1557y;J07;Ret;FPNOC;0,0;0,0
15;1557y;J07;Ret;FPTA;0,0;0,0
15;1557y;J07;Ret;NOC;0,0;0,0
15;1557y;J07;Ret;PMA;0,0;0,0
15;1557y;J07;Ret;PMD;0,0;0,0
15;1557y;J07;Ret;PRENOC1;0,0;0,0
15;1557y;J07;Ret;PRENOC2;0,0;0,0
15;1557y;J07;Ret;PTA1;0,0;0,0
15;1557y;J07;Ret;PTA2;0,0;0,0
15;1557y;J07;Ret;TNOC;0,0;0,0
15;1557y;J07;Ret;TPMA;0,0;0,0
15;1568c;J18c;Ida;FPMA;0,0;0,0
15;1568c;J18c;Ida;FPNOC;0,0;0,0
15;1568c;J18c;Ida;FPTA;0,0;0,0
15;1568c;J18c;Ida;NOC;0,0;0,0
15;1568c;J18c;Ida;PMA;4,0;16,0
15;1568c;J18c;Ida;PMD;0,0;0,0
15;1568c;J18c;Ida;PRENOC1;0,0;0,0
15;1568c;J18c;Ida;PRENOC2;0,0;0,0
15;1568c;J18c;Ida;PTA1;0,0;0,0
15;1568c;J18c;Ida;PTA2;0,0;0,0
15;1568c;J18c;Ida;TNOC;0,0;0,0
15;1568c;J18c;Ida;TPMA;3,3;16,7
15;1568c;J18c;Ret;FPMA;0,0;0,0
15;1568c;J18c;Ret;FPNOC;2,7;18,4
15;1568c;J18c;Ret;FPTA;0,0;0,0
15;1568c;J18c;Ret;NOC;0,0;0,0
15;1568c;J18c;Ret;PMA;0,0;0,0
15;1568c;J18c;Ret;PMD;0,0;0,0
15;1568c;J18c;Ret;PRENOC1;0,0;0,0
15;1568c;J18c;Ret;PRENOC2;0,0;0,0
15;1568c;J18c;Ret;PTA1;3,0;16,4
15;1568c;J18c;Ret;PTA2;7,0;16,8
15;1568c;J18c;Ret;TNOC;0,0;0,0
15;1568c;J18c;Ret;TPMA;0,0;0,0
16;1602;302;Ida;FPMA;5,0;19,6
16;1602;302;Ida;FPNOC;4,7;21,6
16;1602;302;Ida;FPTA;6,0;17,3
16;1602;302;Ida;NOC;0,0;0,0
16;1602;302;Ida;PMA;6,0;19,1
16;1602;302;Ida;PMD;4,7;18,3
16;1602;302;Ida;PRENOC1;0,0;0,0
16;1602;302;Ida;PRENOC2;4,0;24,5
16;1602;302;Ida;PTA1;6,0;14,8
16;1602;302;Ida;PTA2;6,0;17,4
16;1602;302;Ida;TNOC;5,0;26,1
16;1602;302;Ida;TPMA;6,0;20,1
16;1602;302;Ret;FPMA;5,0;18,6
16;1602;302;Ret;FPNOC;4,7;23,3
16;1602;302;Ret;FPTA;4,8;18,4
16;1602;302;Ret;NOC;0,7;23,9
16;1602;302;Ret;PMA;8,7;14,6
16;1602;302;Ret;PMD;6,0;18,2
